Date,Symbol,Adj Close,Close,High,Low,Open,Volume
2010-01-04,VLO,10.064087867736816,16.352834701538086,16.398536682128906,15.639854431152344,15.767824172973633,15454500
2010-01-05,VLO,10.322863578796387,16.7733097076416,16.97440528869629,16.425960540771484,16.56307029724121,17087295
2010-01-06,VLO,10.58163833618164,17.193784713745117,17.385740280151367,16.599634170532227,16.809871673583984,16896939
2010-01-07,VLO,10.660395622253418,17.321754455566406,17.413162231445312,16.800731658935547,17.166362762451172,12077869
2010-01-08,VLO,10.514131546020508,17.084095001220703,17.34917640686035,16.937843322753906,17.3034725189209,13914258
2010-01-11,VLO,10.412874221801758,16.9195613861084,17.3034725189209,16.654478073120117,17.23948860168457,10924575
2010-01-12,VLO,10.244107246398926,16.64533805847168,16.70932388305664,16.26142692565918,16.608774185180664,10643854
2010-01-13,VLO,10.159724235534668,16.50822639465332,16.63619613647461,16.142595291137695,16.63619613647461,16334733
2010-01-14,VLO,10.27785587310791,16.700183868408203,16.791589736938477,16.361974716186523,16.50822639465332,9420981
2010-01-15,VLO,10.559134483337402,17.1572208404541,17.17550277709961,16.59049415588379,16.681901931762695,21476533
2010-01-19,VLO,10.615389823913574,17.248628616333008,17.3034725189209,16.97440528869629,17.138940811157227,13518667
2010-01-20,VLO,10.756031036376953,17.477148056030273,17.56855583190918,17.020109176635742,17.084095001220703,19232082
2010-01-21,VLO,10.632267951965332,17.276050567626953,17.559415817260742,16.937843322753906,17.440584182739258,14618575
2010-01-22,VLO,10.227228164672852,16.617916107177734,17.138940811157227,16.535648345947266,17.084095001220703,15366215
2010-01-25,VLO,10.322863578796387,16.7733097076416,16.95612335205078,16.499086380004883,16.755027770996094,10782683
2010-01-26,VLO,10.699772834777832,17.385740280151367,17.413162231445312,16.617916107177734,16.691041946411133,22434767
2010-01-27,VLO,10.514131546020508,17.084095001220703,17.42230224609375,16.755027770996094,17.221206665039062,25500812
2010-01-28,VLO,10.367864608764648,16.846435546875,17.166362762451172,16.45338249206543,17.047531127929688,16059701
2010-01-29,VLO,10.3622407913208,16.83729362487793,17.413162231445312,16.809871673583984,16.873857498168945,16339109
2010-02-01,VLO,10.778529167175293,17.51371192932129,17.541133880615234,17.047531127929688,17.056673049926758,13116404
2010-02-02,VLO,10.834787368774414,17.605119705200195,17.65082359313965,17.202924728393555,17.559415817260742,12607912
2010-02-03,VLO,10.65477180480957,17.31261444091797,17.50457000732422,17.03839111328125,17.3034725189209,8913037
2010-02-04,VLO,10.187847137451172,16.553930282592773,17.11151695251465,16.526508331298828,17.03839111328125,10470127
2010-02-05,VLO,10.215978622436523,16.599634170532227,16.608774185180664,15.987202644348145,16.499086380004883,13516261
2010-02-08,VLO,10.041585922241211,16.31627082824707,16.654478073120117,16.279706954956055,16.58135223388672,7159464
2010-02-09,VLO,10.182226181030273,16.544790267944336,16.718463897705078,16.297988891601562,16.517366409301758,9645579
2010-02-10,VLO,10.125968933105469,16.45338249206543,16.553930282592773,16.11517333984375,16.462522506713867,8711194
2010-02-11,VLO,10.125968933105469,16.45338249206543,16.535648345947266,16.096891403198242,16.462522506713867,14182616
2010-02-12,VLO,9.984940528869629,16.17915916442871,16.270566940307617,16.005483627319336,16.25228500366211,12805708
2010-02-16,VLO,10.137252807617188,16.425960540771484,16.480804443359375,16.24314308166504,16.307130813598633,9928488
2010-02-17,VLO,10.052635192871094,16.288848876953125,16.544790267944336,16.18829917907715,16.45338249206543,8019239
2010-02-18,VLO,9.979296684265137,16.17001724243164,16.334552764892578,16.096891403198242,16.25228500366211,12758884
2010-02-19,VLO,10.092121124267578,16.352834701538086,16.398536682128906,16.06032943725586,16.224863052368164,9502593
2010-02-22,VLO,10.030071258544922,16.25228500366211,16.45338249206543,16.17915916442871,16.44424057006836,10545175
2010-02-23,VLO,9.860832214355469,15.97806167602539,16.25228500366211,15.795247077941895,16.18829917907715,11636440
2010-02-24,VLO,9.928526878356934,16.087751388549805,16.26142692565918,15.804388046264648,15.987202644348145,9561779
2010-02-25,VLO,9.84390926361084,15.950639724731445,15.950639724731445,15.648995399475098,15.831809997558594,10209099
2010-02-26,VLO,9.883398056030273,16.014625549316406,16.25228500366211,15.9232177734375,15.9597806930542,7680099
2010-03-01,VLO,9.951091766357422,16.124313354492188,16.2340030670166,16.087751388549805,16.133455276489258,6410621
2010-03-02,VLO,10.267001152038574,16.63619613647461,16.83729362487793,16.005483627319336,16.078611373901367,14737493
2010-03-03,VLO,10.50393009185791,17.020109176635742,17.221206665039062,16.700183868408203,16.736745834350586,12679898
2010-03-04,VLO,10.616753578186035,17.202924728393555,17.23948860168457,16.910419464111328,17.065813064575195,9867989
2010-03-05,VLO,11.039847373962402,17.88848304748535,17.943326950073242,17.29433250427246,17.29433250427246,15482288
2010-03-08,VLO,11.06805419921875,17.934186935424805,18.171846389770508,17.870201110839844,17.906763076782227,8676295
2010-03-09,VLO,11.017280578613281,17.851919174194336,18.007312774658203,17.742229461669922,17.76051139831543,8237601
2010-03-10,VLO,11.575760841369629,18.75685691833496,18.82084083557129,17.906763076782227,17.925046920776367,18427774
2010-03-11,VLO,11.51370620727539,18.656307220458984,19.113346099853516,18.446069717407227,18.656307220458984,13469984
2010-03-12,VLO,11.530630111694336,18.68372917175293,18.81170082092285,18.382083892822266,18.75685691833496,10460609
2010-03-15,VLO,11.485504150390625,18.61060333251953,18.665447235107422,18.208410263061523,18.61060333251953,10811564
2010-03-16,VLO,11.598320960998535,18.793418884277344,18.82998275756836,18.519195556640625,18.665447235107422,9592739
2010-03-17,VLO,11.654739379882812,18.88482666015625,19.168190002441406,18.784278869628906,18.857404708862305,11251571
2010-03-18,VLO,11.592684745788574,18.784278869628906,19.049360275268555,18.601463317871094,18.893966674804688,8108947
2010-03-19,VLO,11.457298278808594,18.564899444580078,18.88482666015625,18.244972229003906,18.564899444580078,10598453
2010-03-22,VLO,11.446011543273926,18.54661750793457,18.62888526916504,17.96160888671875,18.089580535888672,10229119
2010-03-23,VLO,11.451651573181152,18.55575942993164,18.61060333251953,18.372943878173828,18.55575942993164,8356957
2010-03-24,VLO,11.671662330627441,18.912248611450195,18.976234436035156,18.244972229003906,18.382083892822266,12482649
2010-03-25,VLO,11.209080696105957,18.16270637512207,19.19561195373535,18.135282516479492,19.02193832397461,14255476
2010-03-26,VLO,11.124463081359863,18.02559471130371,18.345521926879883,17.641681671142578,18.281536102294922,14513551
2010-03-29,VLO,11.220364570617676,18.180986404418945,18.27239418029785,17.952468872070312,18.135282516479492,9463428
2010-03-30,VLO,11.192157745361328,18.135282516479492,18.244972229003906,18.007312774658203,18.208410263061523,9559810
2010-03-31,VLO,11.113182067871094,18.007312774658203,18.117002487182617,17.82449722290039,18.107860565185547,12576952
2010-04-01,VLO,11.293697357177734,18.299816131591797,18.473491668701172,17.989030838012695,18.135282516479492,11606355
2010-04-05,VLO,11.637813568115234,18.857404708862305,18.88482666015625,18.244972229003906,18.40950584411621,11105413
2010-04-06,VLO,11.699868202209473,18.95795249938965,19.049360275268555,18.702011108398438,18.793418884277344,8179182
2010-04-07,VLO,11.344470977783203,18.382083892822266,18.839122772216797,18.281536102294922,18.839122772216797,9113567
2010-04-08,VLO,11.293697357177734,18.299816131591797,18.473491668701172,17.65082359313965,18.02559471130371,13149442
2010-04-09,VLO,11.288056373596191,18.29067611694336,18.692869186401367,18.144424438476562,18.482633590698242,9463319
2010-04-12,VLO,11.056768417358398,17.915904998779297,18.281536102294922,17.861059188842773,18.208410263061523,11397730
2010-04-13,VLO,11.096259117126465,17.979890823364258,18.126142501831055,17.7696533203125,17.915904998779297,15432839
2010-04-14,VLO,11.485504150390625,18.61060333251953,18.62888526916504,18.007312774658203,18.0804386138916,17821479
2010-04-15,VLO,11.209080696105957,18.16270637512207,18.665447235107422,17.989030838012695,18.61974334716797,25871350
2010-04-16,VLO,10.802912712097168,17.50457000732422,18.09872055053711,17.23948860168457,18.071298599243164,28844076
2010-04-19,VLO,10.723939895629883,17.37660026550293,17.6965274810791,17.148080825805664,17.404022216796875,12104016
2010-04-20,VLO,11.045488357543945,17.89762306213379,17.979890823364258,17.385740280151367,17.51371192932129,12273695
2010-04-21,VLO,10.848043441772461,17.57769775390625,18.053016662597656,17.36745834350586,17.915904998779297,12050082
2010-04-22,VLO,10.972148895263672,17.778793334960938,17.806215286254883,17.23948860168457,17.48628807067871,7964320
